Case #,Date,IUCR,Description,Location Description,Beat,Ward,Latitude,Longitude
HT481164,9/4/2011 15:46,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2533,37,41.90718516,-87.75329136
HT481205,9/4/2011 15:40,2017,MANU/DELIVER:CRACK,GAS STATION,511,9,41.70720505,-87.62882589
HT481156,9/4/2011 15:30,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,914,20,41.81200172,-87.67128623
HT481160,9/4/2011 15:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,233,20,41.79027368,-87.62412543
HT481166,9/4/2011 15:20,2024,HEROIN(WHITE),STREET,222,3,41.81319174,-87.61231764
HT481168,9/4/2011 15:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,233,20,41.79090212,-87.62546062
HT481153,9/4/2011 14:59,2027,CRACK,STREET,1531,28,41.89449853,-87.75328864
HT481161,9/4/2011 14:47,1811,CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),1122,27,41.89033579,-87.72212686
HT481110,9/4/2011 14:39,1821,MANU/DEL:CANNABIS 10GM OR LESS,STREET,321,20,41.77352855,-87.60838116
HT481094,9/4/2011 14:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1523,28,41.88512171,-87.7566125
HT481107,9/4/2011 14:30,2023,HEROIN(BRN/TAN),ALLEY,1413,35,41.92599766,-87.7120008
HT481091,9/4/2011 14:28,1811,CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,824,16,41.78969348,-87.68622386
HT481072,9/4/2011 14:10,2024,HEROIN(WHITE),SIDEWALK,2531,29,41.91030729,-87.77414882
HT481053,9/4/2011 14:05,1811,CANNABIS 30GMS OR LESS,ALLEY,2514,31,41.9306591,-87.75870516
HT481162,9/4/2011 14:00,1821,MANU/DEL:CANNABIS 10GM OR LESS,STREET,612,21,41.74695422,-87.65443868
HT481059,9/4/2011 13:41,2024,HEROIN(WHITE),STREET,321,6,41.76876825,-87.60941717
HT481049,9/4/2011 13:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,312,20,41.77999104,-87.61094449
HT481028,9/4/2011 13:30,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,2221,21,41.72133381,-87.66199787
HT481025,9/4/2011 13:25,1822,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,726,15,41.77303393,-87.67147448
HT481026,9/4/2011 13:11,1822,MANU/DEL:CANNABIS OVER 10 GMS,STREET,726,15,41.77660353,-87.6727796
HT480979,9/4/2011 13:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2521,31,41.92427908,-87.75168141
HT480980,9/4/2011 12:48,1811,CANNABIS 30GMS OR LESS,SIDEWALK,624,8,41.75121724,-87.6014274
HR519447,9/4/2011 12:41,2012,MANU/DELIVER:COCAINE,VEHICLE NON-COMMERCIAL,922,11,41.82701779,-87.66079215
HT480953,9/4/2011 12:40,2027,CRACK,SIDEWALK,2112,3,41.83116619,-87.62191663
HT480989,9/4/2011 12:40,2024,HEROIN(WHITE),SIDEWALK,824,16,41.78756896,-87.68371513
HT480950,9/4/2011 12:38,1811,CANNABIS 30GMS OR LESS,STREET,2232,34,41.70531332,-87.63452284
HT480957,9/4/2011 12:35,2027,CRACK,VEHICLE NON-COMMERCIAL,831,18,41.76470921,-87.70296975
HT480934,9/4/2011 12:31,1811,CANNABIS 30GMS OR LESS,STREET,825,15,41.78273136,-87.68820047
HT480949,9/4/2011 12:15,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,224,3,41.80758159,-87.622306
HT480995,9/4/2011 12:09,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,513,34,41.69325479,-87.62600872
HT480952,9/4/2011 11:56,2024,HEROIN(WHITE),ALLEY,1532,28,41.88385495,-87.74922419
HT480938,9/4/2011 11:50,2027,CRACK,SIDEWALK,931,20,41.80534355,-87.66503146
HT480892,9/4/2011 11:45,2024,HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),931,20,41.80634811,-87.6650577
HT480937,9/4/2011 11:45,2027,CRACK,VACANT LOT/LAND,1135,2,41.87209426,-87.69479646
HT480894,9/4/2011 11:30,1811,CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),914,20,41.81172524,-87.66855628
HT480855,9/4/2011 10:56,1811,CANNABIS 30GMS OR LESS,STREET,2512,29,41.91913482,-87.77570316
HT480851,9/4/2011 10:55,2022,COCAINE,STREET,2534,30,41.91145784,-87.73141139
HT480846,9/4/2011 10:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1135,2,41.87295993,-87.6989809
HT480832,9/4/2011 10:40,2024,HEROIN(WHITE),ALLEY,1532,28,41.88350361,-87.74920902
HT480804,9/4/2011 10:20,2027,CRACK,STREET,1823,27,41.89856926,-87.64011875
HT480841,9/4/2011 10:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.75219094,-87.56396226
HT480810,9/4/2011 10:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1823,27,41.89799863,-87.64014696
HT480878,9/4/2011 10:02,2024,HEROIN(WHITE),APARTMENT,1124,28,41.87782379,-87.70466107
HT480789,9/4/2011 10:00,1811,CANNABIS 30GMS OR LESS,STREET,633,6,41.73275788,-87.61428402
HT480969,9/4/2011 10:00,1812,CANNABIS MORE THAN 30GMS,SIDEWALK,711,20,41.79226376,-87.64404135
HT480882,9/4/2011 9:37,2024,HEROIN(WHITE),RESIDENCE,1124,2,41.8803854,-87.69641778
HT480722,9/4/2011 7:41,2025,HALLUCINOGENS,ALLEY,1023,28,41.8631419,-87.6946873
HT480610,9/4/2011 3:45,2022,COCAINE,PARKING LOT/GARAGE(NON.RESID.),1033,12,41.84586327,-87.70399413
HT480558,9/4/2011 3:05,2022,COCAINE,SIDEWALK,1013,22,41.84567587,-87.71956831
HT480566,9/4/2011 2:45,1811,CANNABIS 30GMS OR LESS,COLLEGE/UNIVERSITY RESIDENCE HALL,1811,32,41.92492623,-87.65738367
HT480554,9/4/2011 2:40,1811,CANNABIS 30GMS OR LESS,STREET,431,10,41.70877292,-87.55982905
HT480551,9/4/2011 2:35,2022,COCAINE,SIDEWALK,432,10,41.70980839,-87.53784607
HT480521,9/4/2011 1:40,2022,COCAINE,STREET,713,16,41.77962801,-87.6609979
HT480517,9/4/2011 1:16,1811,CANNABIS 30GMS OR LESS,STREET,2532,37,41.90950505,-87.76390964
HT480461,9/4/2011 0:46,1812,CANNABIS MORE THAN 30GMS,STREET,1011,24,41.86146442,-87.71664572
HT480466,9/4/2011 0:22,2018,MANU/DELIVER:SYNTHETIC DRUGS,SIDEWALK,1431,1,41.92002838,-87.69242281
HT480415,9/4/2011 0:20,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,2323,46,41.95702878,-87.64962535
HT480400,9/4/2011 0:00,2024,HEROIN(WHITE),ALLEY,733,17,41.7596062,-87.64442027
HT480429,9/3/2011 23:56,1811,CANNABIS 30GMS OR LESS,SIDEWALK,431,7,41.72238165,-87.57335114
HT480395,9/3/2011 23:33,1811,CANNABIS 30GMS OR LESS,STREET,832,15,41.77025855,-87.68382016
HT480359,9/3/2011 23:30,2022,COCAINE,SIDEWALK,914,20,41.81200172,-87.67128623
HT480402,9/3/2011 23:30,2170,POSSESSION OF DRUG EQUIPMENT,STREET,1223,25,41.85393226,-87.6738235
HT480405,9/3/2011 23:30,2027,CRACK,SIDEWALK,1112,27,41.8985657,-87.71749001
HT480358,9/3/2011 23:27,2022,COCAINE,SIDEWALK,824,16,41.78653433,-87.69250377
HT480328,9/3/2011 22:53,1811,CANNABIS 30GMS OR LESS,SIDEWALK,734,17,41.76843726,-87.65920859
HT480308,9/3/2011 22:30,1811,CANNABIS 30GMS OR LESS,STREET,611,17,41.75149149,-87.66725781
HT480346,9/3/2011 22:20,1822,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,2222,21,41.72223658,-87.65403958
HT480330,9/3/2011 22:00,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1532,28,41.88513675,-87.74927127
HT480387,9/3/2011 21:58,2024,HEROIN(WHITE),STREET,1622,45,41.97019318,-87.77840948
HT480275,9/3/2011 21:55,2024,HEROIN(WHITE),STREET,2533,37,41.90299428,-87.75103709
HT480283,9/3/2011 21:48,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),611,21,41.75017204,-87.66357746
HT480291,9/3/2011 21:45,1811,CANNABIS 30GMS OR LESS,ALLEY,1531,37,41.89559431,-87.75454223
HT480267,9/3/2011 21:43,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1131,24,41.87411662,-87.7355548
HT480247,9/3/2011 21:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1135,28,41.86659185,-87.69822883
HT480268,9/3/2011 21:35,2022,COCAINE,SIDEWALK,1411,33,41.93741269,-87.70176801
HT480223,9/3/2011 21:15,2093,FOUND SUSPECT NARCOTICS,RESIDENCE,713,16,41.7890039,-87.65702771
HT480206,9/3/2011 21:08,1811,CANNABIS 30GMS OR LESS,SIDEWALK,512,34,41.70524646,-87.62361411
HT480222,9/3/2011 21:03,1811,CANNABIS 30GMS OR LESS,STREET,1114,28,41.88691685,-87.72737805
HT480231,9/3/2011 21:00,1811,CANNABIS 30GMS OR LESS,STREET,1412,35,41.93918701,-87.71059371
HT480200,9/3/2011 20:53,1822,MANU/DEL:CANNABIS OVER 10 GMS,STREET,611,17,41.75040048,-87.66841614
HT480216,9/3/2011 20:50,1811,CANNABIS 30GMS OR LESS,CTA BUS STOP,511,9,41.70720807,-87.62842301
HT480233,9/3/2011 20:50,1811,CANNABIS 30GMS OR LESS,OTHER,233,20,41.78886019,-87.61922373
HT480193,9/3/2011 20:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,921,20,41.80256781,-87.64804604
HT480161,9/3/2011 20:20,2027,CRACK,SIDEWALK,1113,28,41.88408919,-87.73819039
HT480156,9/3/2011 20:12,1811,CANNABIS 30GMS OR LESS,STREET,832,15,41.77357543,-87.68607796
HT480136,9/3/2011 20:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,422,7,41.74802507,-87.55055214
HT480123,9/3/2011 19:51,2024,HEROIN(WHITE),VACANT LOT/LAND,1135,2,41.87279116,-87.69427916
HT480111,9/3/2011 19:45,1811,CANNABIS 30GMS OR LESS,STREET,1024,22,41.85002905,-87.70750622
HT480099,9/3/2011 19:43,1811,CANNABIS 30GMS OR LESS,STREET,913,12,41.82633089,-87.68450118
HT480087,9/3/2011 19:30,2024,HEROIN(WHITE),SIDEWALK,1134,28,41.87705279,-87.71073096
HT480113,9/3/2011 19:19,1811,CANNABIS 30GMS OR LESS,STREET,2532,37,41.90644569,-87.76069303
HT480083,9/3/2011 19:15,2025,HALLUCINOGENS,SIDEWALK,1333,27,41.88300773,-87.66671621
HT480094,9/3/2011 19:10,2025,HALLUCINOGENS,SIDEWALK,1333,27,41.88371885,-87.66394726
HT480047,9/3/2011 18:40,1811,CANNABIS 30GMS OR LESS,APARTMENT,1021,24,41.86218632,-87.71057418
HT480010,9/3/2011 17:50,2027,CRACK,SIDEWALK,1135,2,41.87295757,-87.69905069
HT479953,9/3/2011 17:42,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,28,41.8804613,-87.75647815
HT479951,9/3/2011 17:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87944802,-87.75798913
HT479962,9/3/2011 17:25,1811,CANNABIS 30GMS OR LESS,RESIDENCE,2423,49,42.01155609,-87.67261349
HT479995,9/3/2011 17:19,1811,CANNABIS 30GMS OR LESS,APARTMENT,1013,22,41.84708895,-87.71594332
HT479914,9/3/2011 17:15,2027,CRACK,STREET,1522,29,41.8719925,-87.76030671
HT479935,9/3/2011 17:05,2025,HALLUCINOGENS,SIDEWALK,935,11,41.81151697,-87.63846478
HT479890,9/3/2011 17:00,1811,CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,634,21,41.72173465,-87.62455359
HT479883,9/3/2011 16:50,1811,CANNABIS 30GMS OR LESS,STREET,122,42,41.88690537,-87.62468825
HT479833,9/3/2011 16:25,2027,CRACK,STREET,1135,2,41.87187594,-87.69452326
HT479830,9/3/2011 16:16,2024,HEROIN(WHITE),ALLEY,715,15,41.7899016,-87.67312347
HT479836,9/3/2011 16:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,331,5,41.76724518,-87.57496262
HT479795,9/3/2011 15:57,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2222,21,41.73590545,-87.64747647
HT479852,9/3/2011 15:55,2027,CRACK,HOSPITAL BUILDING/GROUNDS,1023,28,41.86024682,-87.69520067
HT479798,9/3/2011 15:40,2027,CRACK,APARTMENT,2431,49,42.0060753,-87.67012043
HT479748,9/3/2011 15:00,2025,HALLUCINOGENS,SIDEWALK,1112,27,41.90184346,-87.71667976
HT479711,9/3/2011 14:45,2014,MANU/DELIVER: HEROIN (WHITE),RESIDENTIAL YARD (FRONT/BACK),321,6,41.77282947,-87.6080591
HT479669,9/3/2011 14:18,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,2313,46,41.96471822,-87.64827459
HT479654,9/3/2011 14:10,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,914,3,41.81204231,-87.66644379
HT479647,9/3/2011 13:55,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1114,28,41.88692495,-87.72683445
HT479618,9/3/2011 13:39,1811,CANNABIS 30GMS OR LESS,ALLEY,1722,39,41.95922518,-87.72854283
HT479576,9/3/2011 13:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.75892469,-87.56262102
HT479622,9/3/2011 13:00,1811,CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),422,7,41.75161283,-87.56123893
HT479581,9/3/2011 12:55,2027,CRACK,ALLEY,1523,28,41.88288079,-87.76177749
HT479523,9/3/2011 12:38,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1724,33,41.9539798,-87.71187614
HT479522,9/3/2011 12:30,2023,HEROIN(BRN/TAN),SIDEWALK,1121,27,41.89927977,-87.70895767
HT479485,9/3/2011 12:05,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.75520732,-87.56402153
HT479479,9/3/2011 11:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,524,34,41.67064694,-87.64178997
HT479410,9/3/2011 11:23,2027,CRACK,SIDEWALK,2222,21,41.73497077,-87.65832763
HT479418,9/3/2011 11:03,2025,HALLUCINOGENS,SIDEWALK,713,16,41.78623502,-87.65938152
HT479380,9/3/2011 10:42,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2233,34,41.69956046,-87.63983614
HT480334,9/3/2011 10:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1131,24,41.87682401,-87.73796772
HT479382,9/3/2011 10:25,2024,HEROIN(WHITE),PARK PROPERTY,1114,28,41.88343561,-87.72864851
HT479378,9/3/2011 10:24,2014,MANU/DELIVER: HEROIN (WHITE),APARTMENT,932,16,41.79463214,-87.66353651
HT479322,9/3/2011 10:08,2017,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,1125,2,41.87689531,-87.69603016
HT479308,9/3/2011 9:40,2024,HEROIN(WHITE),SIDEWALK,1121,27,41.89890332,-87.71291734
HT479162,9/3/2011 6:54,2027,CRACK,APARTMENT,823,15,41.77552821,-87.69667541
HT479223,9/3/2011 6:53,2022,COCAINE,RESIDENCE,724,17,41.77010934,-87.65561326
HT479093,9/3/2011 4:45,1811,CANNABIS 30GMS OR LESS,STREET,1233,25,41.85677784,-87.6512338
HT479014,9/3/2011 2:40,1811,CANNABIS 30GMS OR LESS,STREET,1012,24,41.85164923,-87.72507197
HT478935,9/3/2011 1:30,1811,CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,1532,28,41.88443555,-87.7549551
HT478937,9/3/2011 1:22,1811,CANNABIS 30GMS OR LESS,STREET,726,15,41.77105177,-87.67420393
HT478941,9/3/2011 0:55,2022,COCAINE,ALLEY,1032,22,41.8405533,-87.71361709
HT478920,9/3/2011 0:43,2024,HEROIN(WHITE),SIDEWALK,715,15,41.78846389,-87.66794228
HT478880,9/3/2011 0:25,1811,CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,1112,27,41.89859969,-87.71871284
HT478891,9/3/2011 0:20,2018,MANU/DELIVER:SYNTHETIC DRUGS,ALLEY,1431,1,41.92002838,-87.69242281
HT478851,9/3/2011 0:05,2026,PCP,SIDEWALK,914,12,41.81774344,-87.68731359
HT478848,9/3/2011 0:02,1811,CANNABIS 30GMS OR LESS,SIDEWALK,621,17,41.7520755,-87.64757556
HT478813,9/2/2011 23:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.75733648,-87.56191434
HT478824,9/2/2011 23:45,2022,COCAINE,STREET,1421,35,41.91729216,-87.70680171
HT479005,9/2/2011 23:45,2091,FORFEIT PROPERTY,STREET,1421,35,41.91729174,-87.70672456
HT478806,9/2/2011 23:37,1811,CANNABIS 30GMS OR LESS,ALLEY,2512,29,41.9279585,-87.78330307
HT478783,9/2/2011 23:20,1811,CANNABIS 30GMS OR LESS,STREET,431,10,41.7200512,-87.55118843
HT478794,9/2/2011 23:19,2022,COCAINE,SIDEWALK,911,14,41.80188681,-87.69021627
HT478775,9/2/2011 23:10,1811,CANNABIS 30GMS OR LESS,STREET,825,15,41.77709109,-87.68465678
HT478781,9/2/2011 23:05,2027,CRACK,SIDEWALK,2311,46,41.96341982,-87.66027142
HT478766,9/2/2011 23:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87403997,-87.75597412
HT478780,9/2/2011 22:48,2025,HALLUCINOGENS,SIDEWALK,414,8,41.75881291,-87.57219942
HT478762,9/2/2011 22:45,2027,CRACK,SIDEWALK,334,7,41.75931288,-87.55994812
HT478802,9/2/2011 22:45,2027,CRACK,SIDEWALK,1125,2,41.87732973,-87.69568436
HT478769,9/2/2011 22:38,2031,METHAMPHETAMINES,STREET,1623,45,41.97016143,-87.76740737
HT478761,9/2/2011 22:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.75532348,-87.56047613
HT478746,9/2/2011 22:20,1811,CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,1633,38,41.9500034,-87.76704533
HT478748,9/2/2011 22:15,1811,CANNABIS 30GMS OR LESS,ALLEY,912,12,41.81068356,-87.69290872
HT478693,9/2/2011 21:56,1811,CANNABIS 30GMS OR LESS,SIDEWALK,532,9,41.67101875,-87.62044715
HT478724,9/2/2011 21:50,2027,CRACK,STREET,1121,27,41.8917329,-87.71144785
HT478925,9/2/2011 21:44,2017,MANU/DELIVER:CRACK,SIDEWALK,1524,37,41.89200736,-87.76216992
HT478701,9/2/2011 21:37,2027,CRACK,ALLEY,611,17,41.75135924,-87.66574931
HT478684,9/2/2011 21:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2422,49,42.01927026,-87.67218403
HT478710,9/2/2011 21:30,2014,MANU/DELIVER: HEROIN (WHITE),STREET,612,17,41.74879754,-87.65290212
HT478741,9/2/2011 21:30,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,614,18,41.73564662,-87.68175087
HT478664,9/2/2011 21:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,725,16,41.77940655,-87.66113954
HT478663,9/2/2011 21:10,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,2112,3,41.83817601,-87.62207386
HT478691,9/2/2011 21:09,2012,MANU/DELIVER:COCAINE,STREET,2424,49,42.01596522,-87.67534617
HT478629,9/2/2011 21:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1533,28,41.87918875,-87.75336468
HT478658,9/2/2011 21:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1112,27,41.90108196,-87.7200151
HT478659,9/2/2011 20:55,1811,CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),835,18,41.74921083,-87.70223456
HT478595,9/2/2011 20:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1333,27,41.88340252,-87.66712341
HT478640,9/2/2011 20:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,612,17,41.75240948,-87.65483197
HT478584,9/2/2011 20:42,2022,COCAINE,STREET,431,10,41.70307997,-87.5547705
HT478573,9/2/2011 20:39,1811,CANNABIS 30GMS OR LESS,STREET,522,34,41.67784591,-87.62878013
HT478580,9/2/2011 20:30,2028,SYNTHETIC DRUGS,STREET,313,20,41.78382929,-87.60860613
HT478683,9/2/2011 20:30,2012,MANU/DELIVER:COCAINE,STREET,911,14,41.80703143,-87.70042765
HT478582,9/2/2011 20:25,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,911,12,41.81384979,-87.6676906
HT478566,9/2/2011 20:25,1811,CANNABIS 30GMS OR LESS,GAS STATION,1011,24,41.86612474,-87.72034198
HT478606,9/2/2011 20:25,1812,CANNABIS MORE THAN 30GMS,STREET,414,8,41.75687828,-87.57595329
HT478597,9/2/2011 20:25,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,715,15,41.78887087,-87.6752315
HT478591,9/2/2011 20:22,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,132,2,41.87187283,-87.62877193
HT478571,9/2/2011 20:15,1811,CANNABIS 30GMS OR LESS,STREET,2124,4,41.80397808,-87.60517718
HT478531,9/2/2011 20:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,915,20,41.80567394,-87.67233069
HT478498,9/2/2011 19:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,313,20,41.78266739,-87.60583266
HT478521,9/2/2011 19:40,1811,CANNABIS 30GMS OR LESS,RESTAURANT,2533,37,41.90940199,-87.75482163
HT478563,9/2/2011 19:40,1811,CANNABIS 30GMS OR LESS,STREET,711,20,41.78710438,-87.63223094
HT478484,9/2/2011 19:25,1811,CANNABIS 30GMS OR LESS,SIDEWALK,422,7,41.74966414,-87.56120365
HT478487,9/2/2011 19:14,2024,HEROIN(WHITE),STREET,1014,24,41.85901443,-87.72138268
HT478452,9/2/2011 19:05,2093,FOUND SUSPECT NARCOTICS,ALLEY,214,3,41.81723963,-87.62157187
HT478575,9/2/2011 18:55,2091,FORFEIT PROPERTY,STREET,132,2,41.86418743,-87.62495753
HT478594,9/2/2011 18:40,2027,CRACK,RESIDENCE,1533,28,41.87934676,-87.74880624
HT478430,9/2/2011 18:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,522,34,41.68504771,-87.63023185
HT478363,9/2/2011 18:05,2024,HEROIN(WHITE),SIDEWALK,1121,26,41.90118033,-87.71177127
HT478356,9/2/2011 17:50,1821,MANU/DEL:CANNABIS 10GM OR LESS,PARKING LOT/GARAGE(NON.RESID.),1522,29,41.88017742,-87.76172079
HT478443,9/2/2011 17:30,2091,FORFEIT PROPERTY,STREET,1812,43,41.92390641,-87.63961305
HT478272,9/2/2011 17:25,1811,CANNABIS 30GMS OR LESS,SIDEWALK,825,15,41.77638022,-87.68951795
HT478251,9/2/2011 17:10,2093,FOUND SUSPECT NARCOTICS,VACANT LOT/LAND,1131,24,41.87582835,-87.74391802
HT478285,9/2/2011 17:05,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,825,15,41.77889238,-87.67999708
HT478324,9/2/2011 17:00,2017,MANU/DELIVER:CRACK,RESIDENTIAL YARD (FRONT/BACK),321,20,41.77257199,-87.61074913
HT478164,9/2/2011 17:00,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,913,11,41.82314994,-87.68056729
HT478440,9/2/2011 17:00,2024,HEROIN(WHITE),APARTMENT,734,17,41.76849683,-87.6600071
HT478233,9/2/2011 16:48,2024,HEROIN(WHITE),SIDEWALK,1022,24,41.86612696,-87.69604534
HT478260,9/2/2011 16:45,2027,CRACK,RESIDENCE PORCH/HALLWAY,1523,28,41.88612209,-87.75909709
HT478294,9/2/2011 16:39,1812,CANNABIS MORE THAN 30GMS,STREET,1024,24,41.85615058,-87.70986188
HT478156,9/2/2011 16:37,1811,CANNABIS 30GMS OR LESS,SIDEWALK,312,20,41.78030336,-87.60564306
HT478225,9/2/2011 16:29,1811,CANNABIS 30GMS OR LESS,STREET,1133,24,41.86728596,-87.71733873
HT478154,9/2/2011 16:24,2024,HEROIN(WHITE),SIDEWALK,1532,28,41.88489868,-87.75048532
HT478179,9/2/2011 16:10,1812,CANNABIS MORE THAN 30GMS,PARK PROPERTY,1333,27,41.8841742,-87.66674449
HT478099,9/2/2011 16:05,1811,CANNABIS 30GMS OR LESS,STREET,314,5,41.78299496,-87.5892782
HT478130,9/2/2011 16:00,1821,MANU/DEL:CANNABIS 10GM OR LESS,PARK PROPERTY,331,5,41.77731079,-87.58620197
HT478104,9/2/2011 15:54,1821,MANU/DEL:CANNABIS 10GM OR LESS,STREET,2522,31,41.91725911,-87.75109482
HT478157,9/2/2011 15:54,2024,HEROIN(WHITE),SIDEWALK,1532,28,41.89144245,-87.75077842
HT478109,9/2/2011 15:50,1811,CANNABIS 30GMS OR LESS,STREET,1523,28,41.88363675,-87.76038629
HT478074,9/2/2011 15:33,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),2123,4,41.80974707,-87.59707879
HT478046,9/2/2011 15:30,2024,HEROIN(WHITE),ALLEY,1131,24,41.87306571,-87.74407925
HT478226,9/2/2011 15:28,2023,HEROIN(BRN/TAN),RESIDENCE,1422,26,41.91462936,-87.71168488
HT478129,9/2/2011 15:26,1822,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,1531,37,41.89605115,-87.74668521
HT478068,9/2/2011 15:24,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2312,46,41.96649431,-87.65391454
HT478193,9/2/2011 15:17,1811,CANNABIS 30GMS OR LESS,RESIDENCE,523,34,41.67275442,-87.64039481
HT478064,9/2/2011 15:00,1822,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,2221,21,41.72965399,-87.66424857
HT478004,9/2/2011 14:57,1811,CANNABIS 30GMS OR LESS,SIDEWALK,731,17,41.76349351,-87.63015315
HT478054,9/2/2011 14:50,1811,CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),2232,34,41.70816752,-87.64179819
HT478049,9/2/2011 14:50,2027,CRACK,SIDEWALK,613,21,41.74673046,-87.65465358
HT478011,9/2/2011 14:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1523,28,41.88845937,-87.76500003
HT477992,9/2/2011 14:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,713,16,41.79190841,-87.65860702
HT477997,9/2/2011 14:10,2027,CRACK,SIDEWALK,1523,28,41.88762355,-87.7641297
HT477915,9/2/2011 13:35,1811,CANNABIS 30GMS OR LESS,STREET,2424,49,42.01818637,-87.68179276
HT478216,9/2/2011 13:29,1811,CANNABIS 30GMS OR LESS,RESIDENCE,1031,22,41.83628996,-87.72204323
HT477893,9/2/2011 13:24,1811,CANNABIS 30GMS OR LESS,STREET,214,3,41.82028288,-87.62110527
HT477880,9/2/2011 13:20,2022,COCAINE,SIDEWALK,1711,39,41.99004832,-87.74818077
HT477899,9/2/2011 12:50,2024,HEROIN(WHITE),SIDEWALK,1134,28,41.8671405,-87.70217377
HT477904,9/2/2011 12:48,1811,CANNABIS 30GMS OR LESS,RESIDENCE,523,34,41.67495774,-87.63353721
HT477853,9/2/2011 12:44,1811,CANNABIS 30GMS OR LESS,ALLEY,2312,48,41.96758187,-87.65871264
